Timestamp,Day,Hour,Day_of_Week,Intersection_ID,Zone,Grid_Row,Grid_Col,Weather,Incident,Traffic_Volume,Cars,Motorcycles,Buses,Trucks,Emergency_Vehicles,Queue_Length,Average_Wait_Time_min,Average_Speed_kmh,Throughput,Congestion_Level,V_C_Ratio,Level_of_Service,Green_Signal_sec,Yellow_Signal_sec,Red_Signal_sec,Cycle_Length_sec,Delay_min,CO2_Emissions_g,Baseline_Recommendation,Num_Neighbors
2024-01-01 00:15:00,1,0,Monday,J8,Residential,1,2,Clear,Major Accident,267,190,35,14,16,7,0,15.0,23.9,267,Low,0.297,F,45,3,42,90,8.16,36375.8,Emergency Priority Override,10
2024-01-01 00:15:00,1,0,Monday,J9,Residential,1,3,Clear,Road Work,157,105,24,10,4,6,0,8.0,35.04,157,Low,0.125,D,45,3,42,90,4.26,17006.53,Emergency Priority Override,9
2024-01-01 00:15:00,1,0,Monday,J10,Residential,1,4,Clear,None,208,150,35,10,6,12,0,0.0,51.22,208,Low,0.116,A,45,3,42,90,0.0,17097.39,Emergency Priority Override,7
2024-01-01 00:15:00,1,0,Monday,J11,School,2,0,Clear,None,200,110,22,40,15,15,0,0.0,52.27,200,Low,0.111,A,45,3,42,90,0.0,28394.58,Emergency Priority Override,0
2024-01-01 00:15:00,1,0,Monday,J12,School,2,1,Clear,None,132,74,10,24,4,11,0,0.0,51.12,132,Low,0.073,A,45,3,42,90,0.0,16584.98,Emergency Priority Override,4
2024-01-01 00:15:00,1,0,Monday,J13,School,2,2,Clear,None,181,99,22,39,4,17,0,0.0,48.66,181,Low,0.101,A,45,3,42,90,0.02,26322.02,Emergency Priority Override,2
2024-01-01 00:15:00,1,0,Monday,J14,School,2,3,Clear,None,214,112,27,38,9,24,0,0.0,50.37,214,Low,0.119,A,45,3,42,90,0.0,28353.62,Emergency Priority Override,13
2024-01-01 00:15:00,1,0,Monday,J15,School,2,4,Clear,None,204,117,20,44,11,16,0,0.0,47.76,204,Low,0.113,A,45,3,42,90,0.03,31991.78,Emergency Priority Override,12
2024-01-01 00:15:00,1,0,Monday,J16,Industrial,3,0,Clear,None,111,52,6,6,36,7,0,0.0,52.3,111,Low,0.062,A,45,3,42,90,0.0,16604.37,Emergency Priority Override,3
2024-01-01 00:15:00,1,0,Monday,J17,Industrial,3,1,Clear,None,165,76,17,8,54,11,0,0.0,48.06,165,Low,0.092,A,45,3,42,90,0.02,26936.08,Emergency Priority Override,2
2024-01-01 00:15:00,1,0,Monday,J18,Industrial,3,2,Clear,Minor Accident,124,57,8,11,45,8,0,5.0,41.86,124,Low,0.086,C,45,3,42,90,2.62,26279.28,Emergency Priority Override,2
2024-01-01 00:15:00,1,0,Monday,J19,Industrial,3,3,Clear,None,172,73,17,15,57,11,0,0.0,49.76,172,Low,0.096,A,45,3,42,90,0.0,29591.36,Emergency Priority Override,11
2024-01-01 00:15:00,1,0,Monday,J20,Industrial,3,4,Clear,None,128,55,11,8,43,3,0,0.0,51.64,128,Low,0.071,A,45,3,42,90,0.0,19498.75,Emergency Priority Override,11
2024-01-01 00:15:00,1,0,Monday,J21,Hospital,4,0,Clear,None,213,115,27,11,16,48,0,0.0,52.82,213,Low,0.118,A,45,3,42,90,0.0,21745.26,Emergency Priority Override,9
2024-01-01 00:15:00,1,0,Monday,J22,Hospital,4,1,Clear,None,175,91,18,7,11,43,0,0.0,52.91,175,Low,0.097,A,45,3,42,90,0.0,16542.72,Emergency Priority Override,3
2024-01-01 00:15:00,1,0,Monday,J23,Hospital,4,2,Clear,None,223,118,16,10,11,59,0,0.0,51.12,223,Low,0.124,A,45,3,42,90,0.0,21815.14,Emergency Priority Override,9
2024-01-01 00:15:00,1,0,Monday,J24,Hospital,4,3,Clear,None,237,126,22,18,17,61,0,0.0,50.98,237,Low,0.132,A,45,3,42,90,0.0,27701.2,Emergency Priority Override,5
2024-01-01 00:15:00,1,0,Monday,J25,Hospital,4,4,Clear,Road Work,180,99,19,7,11,45,0,8.0,33.15,180,Low,0.143,D,45,3,42,90,4.3,24507.21,Emergency Priority Override,9
2024-01-01 00:30:00,1,0,Monday,J1,Commercial,0,0,Clear,None,248,167,31,16,32,0,0,0.0,48.72,248,Low,0.138,A,30,3,57,90,0.02,27798.89,Reduce Green Time,4
2024-01-01 00:30:00,1,0,Monday,J2,Commercial,0,1,Clear,Major Accident,230,150,25,17,32,4,0,15.0,26.76,230,Low,0.256,F,45,3,42,90,8.02,39220.02,Emergency Priority Override,5
2024-01-01 00:30:00,1,0,Monday,J3,Commercial,0,2,Clear,Minor Accident,246,155,23,19,33,2,0,5.0,41.91,246,Low,0.171,C,45,3,42,90,2.62,32361.94,Emergency Priority Override,4
2024-01-01 00:30:00,1,0,Monday,J4,Commercial,0,3,Clear,None,240,153,33,14,24,11,0,0.0,50.67,240,Low,0.133,A,45,3,42,90,0.0,24181.57,Emergency Priority Override,9
2024-01-01 00:30:00,1,0,Monday,J5,Commercial,0,4,Clear,Minor Accident,216,139,27,13,30,4,0,5.0,38.46,216,Low,0.15,C,45,3,42,90,2.68,29520.74,Emergency Priority Override,18
2024-01-01 00:30:00,1,0,Monday,J6,Residential,1,0,Clear,None,144,104,24,11,9,3,0,0.0,51.82,144,Low,0.08,A,45,3,42,90,0.0,14025.2,Emergency Priority Override,2
2024-01-01 00:30:00,1,0,Monday,J7,Residential,1,1,Clear,None,229,154,30,18,10,13,0,0.0,51.01,229,Low,0.127,A,45,3,42,90,0.0,21668.28,Emergency Priority Override,3
2024-01-01 00:30:00,1,0,Monday,J8,Residential,1,2,Clear,None,253,174,41,14,17,16,0,0.0,49.56,253,Low,0.141,A,45,3,42,90,0.01,24791.26,Emergency Priority Override,10
2024-01-01 00:30:00,1,0,Monday,J9,Residential,1,3,Clear,None,226,163,37,13,8,5,0,0.0,50.83,226,Low,0.126,A,45,3,42,90,0.0,18979.62,Emergency Priority Override,9
2024-01-01 00:30:00,1,0,Monday,J10,Residential,1,4,Clear,None,239,167,32,13,15,5,0,0.0,49.02,239,Low,0.133,A,45,3,42,90,0.01,21885.71,Emergency Priority Override,7
2024-01-01 00:30:00,1,0,Monday,J11,School,2,0,Clear,None,129,68,10,27,8,9,0,0.0,49.45,129,Low,0.072,A,45,3,42,90,0.01,18961.31,Emergency Priority Override,0
2024-01-01 00:30:00,1,0,Monday,J12,School,2,1,Clear,None,170,89,20,32,11,21,0,0.0,47.12,170,Low,0.094,A,45,3,42,90,0.04,26191.46,Emergency Priority Override,4
2024-01-01 00:30:00,1,0,Monday,J13,School,2,2,Clear,None,190,103,13,36,12,23,0,0.0,52.72,190,Low,0.106,A,45,3,42,90,0.0,26013.46,Emergency Priority Override,2
2024-01-01 00:30:00,1,0,Monday,J14,School,2,3,Clear,None,211,119,24,47,10,18,0,0.0,49.91,211,Low,0.117,A,45,3,42,90,0.0,32087.65,Emergency Priority Override,13
2024-01-01 00:30:00,1,0,Monday,J15,School,2,4,Clear,None,202,113,19,36,9,15,0,0.0,50.73,202,Low,0.112,A,45,3,42,90,0.0,26034.27,Emergency Priority Override,12
2024-01-01 00:30:00,1,0,Monday,J16,Industrial,3,0,Clear,None,144,65,12,6,49,10,0,0.0,48.09,144,Low,0.08,A,45,3,42,90,0.02,23535.99,Emergency Priority Override,3
2024-01-01 00:30:00,1,0,Monday,J17,Industrial,3,1,Clear,None,138,59,9,11,47,8,0,0.0,51.99,138,Low,0.077,A,45,3,42,90,0.0,22425.47,Emergency Priority Override,2
2024-01-01 00:30:00,1,0,Monday,J18,Industrial,3,2,Clear,None,115,51,10,4,43,3,0,0.0,47.41,115,Low,0.064,A,45,3,42,90,0.03,19232.16,Emergency Priority Override,2
2024-01-01 00:30:00,1,0,Monday,J19,Industrial,3,3,Clear,Special Event,111,51,11,5,35,3,0,3.0,42.76,111,Low,0.069,B,45,3,42,90,1.6,18683.14,Emergency Priority Override,11
2024-01-01 00:30:00,1,0,Monday,J20,Industrial,3,4,Clear,None,159,75,12,8,54,8,0,0.0,52.78,159,Low,0.088,A,45,3,42,90,0.0,23912.21,Emergency Priority Override,11
2024-01-01 00:30:00,1,0,Monday,J21,Hospital,4,0,Clear,None,159,91,12,3,6,41,0,0.0,52.75,159,Low,0.088,A,45,3,42,90,0.0,13234.73,Emergency Priority Override,9
2024-01-01 00:30:00,1,0,Monday,J22,Hospital,4,1,Clear,None,165,86,18,9,4,43,0,0.0,52.1,165,Low,0.092,A,45,3,42,90,0.0,15294.47,Emergency Priority Override,3
2024-01-01 00:30:00,1,0,Monday,J23,Hospital,4,2,Clear,None,153,86,15,3,7,39,0,0.0,47.41,153,Low,0.085,A,45,3,42,90,0.03,14577.95,Emergency Priority Override,9
2024-01-01 00:30:00,1,0,Monday,J24,Hospital,4,3,Clear,None,136,77,16,3,10,35,0,0.0,51.97,136,Low,0.076,A,45,3,42,90,0.0,13213.05,Emergency Priority Override,5
2024-01-01 00:30:00,1,0,Monday,J25,Hospital,4,4,Clear,None,201,106,20,11,11,55,0,0.0,51.65,201,Low,0.112,A,45,3,42,90,0.0,20921.05,Emergency Priority Override,9
2024-01-01 00:45:00,1,0,Monday,J1,Commercial,0,0,Rain,None,231,146,32,23,24,9,0,3.0,40.46,231,Low,0.128,B,45,3,42,90,1.64,32633.87,Emergency Priority Override,4
2024-01-01 00:45:00,1,0,Monday,J2,Commercial,0,1,Rain,None,233,153,25,18,27,4,0,3.0,41.13,233,Low,0.129,B,45,3,42,90,1.63,30441.68,Emergency Priority Override,5
2024-01-01 00:45:00,1,0,Monday,J3,Commercial,0,2,Rain,None,198,133,26,13,19,9,0,3.0,39.51,198,Low,0.11,B,45,3,42,90,1.66,25302.97,Emergency Priority Override,4
2024-01-01 00:45:00,1,0,Monday,J4,Commercial,0,3,Rain,Minor Accident,220,143,22,17,31,3,0,8.0,29.1,220,Low,0.153,D,45,3,42,90,4.43,36619.85,Emergency Priority Override,9
2024-01-01 00:45:00,1,0,Monday,J5,Commercial,0,4,Rain,None,211,139,22,17,27,4,0,3.0,41.55,211,Low,0.117,B,45,3,42,90,1.62,28652.19,Emergency Priority Override,18
2024-01-01 00:45:00,1,0,Monday,J6,Residential,1,0,Rain,None,204,140,30,9,6,10,0,3.0,40.89,204,Low,0.113,B,45,3,42,90,1.63,19033.42,Emergency Priority Override,2
2024-01-01 00:45:00,1,0,Monday,J7,Residential,1,1,Rain,None,177,120,29,8,9,9,0,3.0,42.58,177,Low,0.098,B,45,3,42,90,1.6,17501.62,Emergency Priority Override,3
2024-01-01 00:45:00,1,0,Monday,J8,Residential,1,2,Rain,None,179,123,25,8,11,3,0,3.0,39.27,179,Low,0.099,B,45,3,42,90,1.66,18376.9,Emergency Priority Override,10
2024-01-01 00:45:00,1,0,Monday,J9,Residential,1,3,Rain,None,197,140,25,16,9,12,0,3.0,42.44,197,Low,0.109,B,45,3,42,90,1.61,22880.1,Emergency Priority Override,9
2024-01-01 00:45:00,1,0,Monday,J10,Residential,1,4,Rain,None,225,155,40,10,16,3,0,3.0,39.39,225,Low,0.125,B,45,3,42,90,1.66,24092.48,Emergency Priority Override,7
2024-01-01 00:45:00,1,0,Monday,J11,School,2,0,Rain,None,190,105,13,34,10,16,0,3.0,44.96,190,Low,0.106,B,45,3,42,90,1.57,27910.78,Emergency Priority Override,0
2024-01-01 00:45:00,1,0,Monday,J12,School,2,1,Rain,Minor Accident,213,116,22,44,14,19,0,8.0,34.45,213,Low,0.148,D,45,3,42,90,4.27,41827.45,Emergency Priority Override,4
2024-01-01 00:45:00,1,0,Monday,J13,School,2,2,Rain,None,192,111,16,39,10,21,0,3.0,44.69,192,Low,0.107,B,45,3,42,90,1.57,31465.86,Emergency Priority Override,2
2024-01-01 00:45:00,1,0,Monday,J14,School,2,3,Rain,None,145,77,10,26,7,11,0,3.0,41.45,145,Low,0.081,B,45,3,42,90,1.62,22067.49,Emergency Priority Override,13
2024-01-01 00:45:00,1,0,Monday,J15,School,2,4,Rain,None,177,95,14,37,11,17,0,3.0,43.12,177,Low,0.098,B,45,3,42,90,1.6,30049.7,Emergency Priority Override,12
2024-01-01 00:45:00,1,0,Monday,J16,Industrial,3,0,Rain,None,165,75,16,8,53,5,0,3.0,39.89,165,Low,0.092,B,45,3,42,90,1.65,29796.53,Emergency Priority Override,3
2024-01-01 00:45:00,1,0,Monday,J17,Industrial,3,1,Rain,None,120,50,7,7,43,6,0,3.0,40.73,120,Low,0.067,B,45,3,42,90,1.64,23346.45,Emergency Priority Override,2
2024-01-01 00:45:00,1,0,Monday,J18,Industrial,3,2,Rain,None,171,74,12,9,60,7,0,3.0,42.59,171,Low,0.095,B,45,3,42,90,1.6,31386.05,Emergency Priority Override,2
2024-01-01 00:45:00,1,0,Monday,J19,Industrial,3,3,Rain,None,175,76,11,7,66,12,0,3.0,42.45,175,Low,0.097,B,45,3,42,90,1.61,33430.79,Emergency Priority Override,11
2024-01-01 00:45:00,1,0,Monday,J20,Industrial,3,4,Rain,None,178,81,11,7,65,8,0,3.0,42.91,178,Low,0.099,B,45,3,42,90,1.6,32592.68,Emergency Priority Override,11
2024-01-01 00:45:00,1,0,Monday,J21,Hospital,4,0,Rain,None,162,93,15,11,12,40,0,3.0,41.45,162,Low,0.09,B,45,3,42,90,1.62,22371.95,Emergency Priority Override,9
2024-01-01 00:45:00,1,0,Monday,J22,Hospital,4,1,Rain,None,150,85,13,9,5,41,0,3.0,43.88,150,Low,0.083,B,45,3,42,90,1.58,17711.47,Emergency Priority Override,3
2024-01-01 00:45:00,1,0,Monday,J23,Hospital,4,2,Rain,None,204,107,17,5,13,55,0,3.0,43.95,204,Low,0.113,B,45,3,42,90,1.58,22184.59,Emergency Priority Override,9
2024-01-01 00:45:00,1,0,Monday,J24,Hospital,4,3,Rain,None,218,119,15,11,12,54,0,3.0,41.65,218,Low,0.121,B,45,3,42,90,1.62,26158.31,Emergency Priority Override,5
2024-01-01 00:45:00,1,0,Monday,J25,Hospital,4,4,Rain,None,175,96,21,8,10,39,0,3.0,44.84,175,Low,0.097,B,45,3,42,90,1.57,19383.22,Emergency Priority Override,9
2024-01-01 01:00:00,1,1,Monday,J1,Commercial,0,0,Clear,None,185,118,16,13,20,7,0,0.0,47.68,185,Low,0.103,A,45,3,42,90,0.03,20629.78,Emergency Priority Override,4
2024-01-01 01:00:00,1,1,Monday,J2,Commercial,0,1,Clear,None,237,158,28,22,30,1,0,0.0,52.01,237,Low,0.132,A,45,3,42,90,0.0,27243.92,Emergency Priority Override,5
2024-01-01 01:00:00,1,1,Monday,J3,Commercial,0,2,Clear,Minor Accident,194,125,19,11,26,6,0,5.0,37.82,194,Low,0.135,C,45,3,42,90,2.69,26258.61,Emergency Priority Override,4
2024-01-01 01:00:00,1,1,Monday,J4,Commercial,0,3,Clear,None,250,166,28,26,32,9,0,0.0,48.7,250,Low,0.139,A,45,3,42,90,0.02,32898.69,Emergency Priority Override,9
2024-01-01 01:00:00,1,1,Monday,J5,Commercial,0,4,Clear,None,231,151,29,23,29,4,0,0.0,48.99,231,Low,0.128,A,45,3,42,90,0.01,29050.19,Emergency Priority Override,18
2024-01-01 01:00:00,1,1,Monday,J6,Residential,1,0,Clear,None,213,148,29,8,13,9,0,0.0,48.4,213,Low,0.118,A,45,3,42,90,0.02,18699.84,Emergency Priority Override,2
2024-01-01 01:00:00,1,1,Monday,J7,Residential,1,1,Clear,None,151,104,22,12,6,10,0,0.0,51.75,151,Low,0.084,A,45,3,42,90,0.0,14339.9,Emergency Priority Override,3
2024-01-01 01:00:00,1,1,Monday,J8,Residential,1,2,Clear,None,171,119,20,10,9,10,0,0.0,52.25,171,Low,0.095,A,45,3,42,90,0.0,15079.45,Emergency Priority Override,10
2024-01-01 01:00:00,1,1,Monday,J9,Residential,1,3,Clear,None,240,173,29,9,17,16,0,0.0,47.45,240,Low,0.133,A,45,3,42,90,0.03,23221.84,Emergency Priority Override,9
2024-01-01 01:00:00,1,1,Monday,J10,Residential,1,4,Clear,None,192,132,31,13,13,11,0,0.0,52.16,192,Low,0.107,A,45,3,42,90,0.0,18638.46,Emergency Priority Override,7
2024-01-01 01:00:00,1,1,Monday,J11,School,2,0,Clear,Minor Accident,158,88,19,31,8,16,0,5.0,38.41,158,Low,0.11,C,45,3,42,90,2.68,28017.29,Emergency Priority Override,0
2024-01-01 01:00:00,1,1,Monday,J12,School,2,1,Clear,None,155,89,17,30,4,16,0,0.0,52.24,155,Low,0.086,A,45,3,42,90,0.0,20188.15,Emergency Priority Override,4
2024-01-01 01:00:00,1,1,Monday,J13,School,2,2,Clear,None,205,110,14,38,4,18,0,0.0,49.58,205,Low,0.114,A,45,3,42,90,0.01,25956.22,Emergency Priority Override,2
2024-01-01 01:00:00,1,1,Monday,J14,School,2,3,Clear,Minor Accident,170,94,19,30,4,20,0,5.0,40.72,170,Low,0.118,C,45,3,42,90,2.64,26089.13,Emergency Priority Override,13
2024-01-01 01:00:00,1,1,Monday,J15,School,2,4,Clear,None,191,100,18,35,6,13,0,0.0,51.83,191,Low,0.106,A,45,3,42,90,0.0,23174.59,Emergency Priority Override,12
2024-01-01 01:00:00,1,1,Monday,J16,Industrial,3,0,Clear,None,170,76,9,16,64,6,0,0.0,52.77,170,Low,0.094,A,45,3,42,90,0.0,29495.13,Emergency Priority Override,3
2024-01-01 01:00:00,1,1,Monday,J17,Industrial,3,1,Clear,Minor Accident,149,70,9,9,51,5,0,5.0,40.43,149,Low,0.103,C,45,3,42,90,2.64,28641.26,Emergency Priority Override,2
2024-01-01 01:00:00,1,1,Monday,J18,Industrial,3,2,Clear,None,172,75,18,13,57,9,0,0.0,51.11,172,Low,0.096,A,45,3,42,90,0.0,27921.08,Emergency Priority Override,2
2024-01-01 01:00:00,1,1,Monday,J19,Industrial,3,3,Clear,None,112,53,10,10,41,7,0,0.0,48.38,112,Low,0.062,A,45,3,42,90,0.02,21375.84,Emergency Priority Override,11
2024-01-01 01:00:00,1,1,Monday,J20,Industrial,3,4,Clear,Minor Accident,128,58,11,10,46,7,0,5.0,42.03,128,Low,0.089,C,45,3,42,90,2.61,26132.88,Emergency Priority Override,11
2024-01-01 01:00:00,1,1,Monday,J21,Hospital,4,0,Clear,None,231,129,20,10,12,60,0,0.0,47.54,231,Low,0.128,A,45,3,42,90,0.03,24698.17,Emergency Priority Override,9
2024-01-01 01:00:00,1,1,Monday,J22,Hospital,4,1,Clear,None,198,105,15,10,15,49,0,0.0,52.48,198,Low,0.11,A,45,3,42,90,0.0,20386.08,Emergency Priority Override,3
2024-01-01 01:00:00,1,1,Monday,J23,Hospital,4,2,Clear,None,174,100,22,13,6,47,0,0.0,51.83,174,Low,0.097,A,45,3,42,90,0.0,18925.99,Emergency Priority Override,9
2024-01-01 01:00:00,1,1,Monday,J24,Hospital,4,3,Clear,None,146,77,18,10,9,40,0,0.0,52.8,146,Low,0.081,A,45,3,42,90,0.0,16000.8,Emergency Priority Override,5
2024-01-01 01:00:00,1,1,Monday,J25,Hospital,4,4,Clear,None,191,100,17,6,5,46,0,0.0,51.49,191,Low,0.106,A,45,3,42,90,0.0,15760.9,Emergency Priority Override,9
2024-01-01 01:15:00,1,1,Monday,J1,Commercial,0,0,Clear,Minor Accident,236,159,22,15,23,10,0,5.0,40.37,236,Low,0.164,C,45,3,42,90,2.64,29171.0,Emergency Priority Override,4
2024-01-01 01:15:00,1,1,Monday,J2,Commercial,0,1,Clear,None,191,125,24,14,27,5,0,0.0,47.7,191,Low,0.106,A,45,3,42,90,0.03,23707.59,Emergency Priority Override,5
2024-01-01 01:15:00,1,1,Monday,J3,Commercial,0,2,Clear,None,171,109,20,9,26,0,0,0.0,49.72,171,Low,0.095,A,30,3,57,90,0.0,18744.38,Reduce Green Time,4
2024-01-01 01:15:00,1,1,Monday,J4,Commercial,0,3,Clear,None,247,163,30,21,35,10,0,0.0,50.93,247,Low,0.137,A,45,3,42,90,0.0,30403.77,Emergency Priority Override,9
2024-01-01 01:15:00,1,1,Monday,J5,Commercial,0,4,Clear,None,234,150,34,12,28,3,0,0.0,52.7,234,Low,0.13,A,45,3,42,90,0.0,22481.69,Emergency Priority Override,18
2024-01-01 01:15:00,1,1,Monday,J6,Residential,1,0,Clear,None,162,118,23,13,9,2,0,0.0,48.66,162,Low,0.09,A,45,3,42,90,0.02,16464.74,Emergency Priority Override,2
2024-01-01 01:15:00,1,1,Monday,J7,Residential,1,1,Clear,None,227,153,30,15,17,2,0,0.0,49.0,227,Low,0.126,A,45,3,42,90,0.01,22011.6,Emergency Priority Override,3
2024-01-01 01:15:00,1,1,Monday,J8,Residential,1,2,Clear,Major Accident,248,169,42,15,13,14,0,15.0,23.4,248,Low,0.276,F,45,3,42,90,8.18,35634.32,Emergency Priority Override,10
2024-01-01 01:15:00,1,1,Monday,J9,Residential,1,3,Clear,None,253,169,43,9,7,6,0,0.0,48.05,253,Low,0.141,A,45,3,42,90,0.02,18800.71,Emergency Priority Override,9
