Timestamp,Intersection_ID,Zone,Controller,Traffic_Volume,Green_sec,Red_sec,Cycle_sec,Est_Throughput,Est_Wait_Time_min,Est_Speed_kmh,Green_Ratio
2024-01-01 00:00:00,J23,Hospital,TimeOfDay,217,25,62,90,217,53.82,50.0,0.278
2024-01-01 00:00:00,J23,Hospital,Actuated,217,45,42,90,217,27.31,50.0,0.5
2024-01-01 00:00:00,J24,Hospital,Fixed,149,45,42,90,149,24.87,50.0,0.5
2024-01-01 00:00:00,J24,Hospital,TimeOfDay,149,25,62,90,149,43.54,50.0,0.278
2024-01-01 00:00:00,J24,Hospital,Actuated,149,45,42,90,149,24.87,50.0,0.5
2024-01-01 00:00:00,J25,Hospital,Fixed,144,45,42,90,144,24.71,50.0,0.5
2024-01-01 00:00:00,J25,Hospital,TimeOfDay,144,25,62,90,144,42.94,50.0,0.278
2024-01-01 00:00:00,J25,Hospital,Actuated,144,45,42,90,144,24.71,50.0,0.5
2024-01-01 00:15:00,J1,Commercial,Fixed,194,45,42,90,194,26.43,50.0,0.5
2024-01-01 00:15:00,J1,Commercial,TimeOfDay,194,25,62,90,194,49.84,50.0,0.278
2024-01-01 00:15:00,J1,Commercial,Actuated,194,30,57,90,194,41.5,50.0,0.333
2024-01-01 00:15:00,J2,Commercial,Fixed,169,45,42,90,169,25.54,50.0,0.5
2024-01-01 00:15:00,J2,Commercial,TimeOfDay,169,25,62,90,169,46.13,50.0,0.278
2024-01-01 00:15:00,J2,Commercial,Actuated,169,45,42,90,169,25.54,50.0,0.5
2024-01-01 00:15:00,J3,Commercial,Fixed,174,45,42,90,174,25.71,50.0,0.5
2024-01-01 00:15:00,J3,Commercial,TimeOfDay,174,25,62,90,174,46.83,50.0,0.278
2024-01-01 00:15:00,J3,Commercial,Actuated,174,45,42,90,174,25.71,50.0,0.5
2024-01-01 00:15:00,J4,Commercial,Fixed,246,45,42,90,246,28.51,50.0,0.5
2024-01-01 00:15:00,J4,Commercial,TimeOfDay,246,25,62,90,246,59.85,50.0,0.278
2024-01-01 00:15:00,J4,Commercial,Actuated,246,45,42,90,246,28.51,50.0,0.5
2024-01-01 00:15:00,J5,Commercial,Fixed,226,45,42,90,226,27.67,50.0,0.5
2024-01-01 00:15:00,J5,Commercial,TimeOfDay,226,25,62,90,226,55.56,50.0,0.278
2024-01-01 00:15:00,J5,Commercial,Actuated,226,45,42,90,226,27.67,50.0,0.5
2024-01-01 00:15:00,J6,Residential,Fixed,237,45,42,90,237,28.12,50.0,0.5
2024-01-01 00:15:00,J6,Residential,TimeOfDay,237,25,62,90,237,57.84,50.0,0.278
2024-01-01 00:15:00,J6,Residential,Actuated,237,45,42,90,237,28.12,50.0,0.5
2024-01-01 00:15:00,J7,Residential,Fixed,189,45,42,90,189,26.25,50.0,0.5
2024-01-01 00:15:00,J7,Residential,TimeOfDay,189,25,62,90,189,49.05,50.0,0.278
2024-01-01 00:15:00,J7,Residential,Actuated,189,45,42,90,189,26.25,50.0,0.5
2024-01-01 00:15:00,J8,Residential,Fixed,267,45,42,90,267,29.44,50.0,0.5
2024-01-01 00:15:00,J8,Residential,TimeOfDay,267,25,62,90,267,60.0,48.64,0.278
2024-01-01 00:15:00,J8,Residential,Actuated,267,45,42,90,267,29.44,50.0,0.5
2024-01-01 00:15:00,J9,Residential,Fixed,157,45,42,90,157,25.13,50.0,0.5
2024-01-01 00:15:00,J9,Residential,TimeOfDay,157,25,62,90,157,44.54,50.0,0.278
2024-01-01 00:15:00,J9,Residential,Actuated,157,45,42,90,157,25.13,50.0,0.5
2024-01-01 00:15:00,J10,Residential,Fixed,208,45,42,90,208,26.96,50.0,0.5
2024-01-01 00:15:00,J10,Residential,TimeOfDay,208,25,62,90,208,52.19,50.0,0.278
2024-01-01 00:15:00,J10,Residential,Actuated,208,45,42,90,208,26.96,50.0,0.5
2024-01-01 00:15:00,J11,School,Fixed,200,45,42,90,200,26.66,50.0,0.5
2024-01-01 00:15:00,J11,School,TimeOfDay,200,25,62,90,200,50.82,50.0,0.278
2024-01-01 00:15:00,J11,School,Actuated,200,45,42,90,200,26.66,50.0,0.5
2024-01-01 00:15:00,J12,School,Fixed,132,45,42,90,132,24.32,50.0,0.5
2024-01-01 00:15:00,J12,School,TimeOfDay,132,25,62,90,132,41.55,50.0,0.278
2024-01-01 00:15:00,J12,School,Actuated,132,45,42,90,132,24.32,50.0,0.5
2024-01-01 00:15:00,J13,School,Fixed,181,45,42,90,181,25.96,50.0,0.5
2024-01-01 00:15:00,J13,School,TimeOfDay,181,25,62,90,181,47.84,50.0,0.278
2024-01-01 00:15:00,J13,School,Actuated,181,45,42,90,181,25.96,50.0,0.5
2024-01-01 00:15:00,J14,School,Fixed,214,45,42,90,214,27.19,50.0,0.5
2024-01-01 00:15:00,J14,School,TimeOfDay,214,25,62,90,214,53.26,50.0,0.278
2024-01-01 00:15:00,J14,School,Actuated,214,45,42,90,214,27.19,50.0,0.5
2024-01-01 00:15:00,J15,School,Fixed,204,45,42,90,204,26.81,50.0,0.5
2024-01-01 00:15:00,J15,School,TimeOfDay,204,25,62,90,204,51.5,50.0,0.278
2024-01-01 00:15:00,J15,School,Actuated,204,45,42,90,204,26.81,50.0,0.5
2024-01-01 00:15:00,J16,Industrial,Fixed,111,45,42,90,111,23.68,50.0,0.5
2024-01-01 00:15:00,J16,Industrial,TimeOfDay,111,25,62,90,111,39.34,50.0,0.278
2024-01-01 00:15:00,J16,Industrial,Actuated,111,45,42,90,111,23.68,50.0,0.5
2024-01-01 00:15:00,J17,Industrial,Fixed,165,45,42,90,165,25.4,50.0,0.5
2024-01-01 00:15:00,J17,Industrial,TimeOfDay,165,25,62,90,165,45.59,50.0,0.278
2024-01-01 00:15:00,J17,Industrial,Actuated,165,45,42,90,165,25.4,50.0,0.5
2024-01-01 00:15:00,J18,Industrial,Fixed,124,45,42,90,124,24.08,50.0,0.5
2024-01-01 00:15:00,J18,Industrial,TimeOfDay,124,25,62,90,124,40.68,50.0,0.278
2024-01-01 00:15:00,J18,Industrial,Actuated,124,45,42,90,124,24.08,50.0,0.5
2024-01-01 00:15:00,J19,Industrial,Fixed,172,45,42,90,172,25.64,50.0,0.5
2024-01-01 00:15:00,J19,Industrial,TimeOfDay,172,25,62,90,172,46.55,50.0,0.278
2024-01-01 00:15:00,J19,Industrial,Actuated,172,45,42,90,172,25.64,50.0,0.5
2024-01-01 00:15:00,J20,Industrial,Fixed,128,45,42,90,128,24.2,50.0,0.5
2024-01-01 00:15:00,J20,Industrial,TimeOfDay,128,25,62,90,128,41.11,50.0,0.278
2024-01-01 00:15:00,J20,Industrial,Actuated,128,45,42,90,128,24.2,50.0,0.5
2024-01-01 00:15:00,J21,Hospital,Fixed,213,45,42,90,213,27.16,50.0,0.5
2024-01-01 00:15:00,J21,Hospital,TimeOfDay,213,25,62,90,213,53.08,50.0,0.278
2024-01-01 00:15:00,J21,Hospital,Actuated,213,45,42,90,213,27.16,50.0,0.5
2024-01-01 00:15:00,J22,Hospital,Fixed,175,45,42,90,175,25.75,50.0,0.5
2024-01-01 00:15:00,J22,Hospital,TimeOfDay,175,25,62,90,175,46.97,50.0,0.278
2024-01-01 00:15:00,J22,Hospital,Actuated,175,45,42,90,175,25.75,50.0,0.5
2024-01-01 00:15:00,J23,Hospital,Fixed,223,45,42,90,223,27.55,50.0,0.5
2024-01-01 00:15:00,J23,Hospital,TimeOfDay,223,25,62,90,223,54.96,50.0,0.278
2024-01-01 00:15:00,J23,Hospital,Actuated,223,45,42,90,223,27.55,50.0,0.5
2024-01-01 00:15:00,J24,Hospital,Fixed,237,45,42,90,237,28.12,50.0,0.5
2024-01-01 00:15:00,J24,Hospital,TimeOfDay,237,25,62,90,237,57.84,50.0,0.278
2024-01-01 00:15:00,J24,Hospital,Actuated,237,45,42,90,237,28.12,50.0,0.5
2024-01-01 00:15:00,J25,Hospital,Fixed,180,45,42,90,180,25.93,50.0,0.5
2024-01-01 00:15:00,J25,Hospital,TimeOfDay,180,25,62,90,180,47.69,50.0,0.278
2024-01-01 00:15:00,J25,Hospital,Actuated,180,45,42,90,180,25.93,50.0,0.5
2024-01-01 00:30:00,J1,Commercial,Fixed,248,45,42,90,248,28.59,50.0,0.5
2024-01-01 00:30:00,J1,Commercial,TimeOfDay,248,25,62,90,248,60.0,50.0,0.278
2024-01-01 00:30:00,J1,Commercial,Actuated,248,30,57,90,248,47.77,50.0,0.333
2024-01-01 00:30:00,J2,Commercial,Fixed,230,45,42,90,230,27.84,50.0,0.5
2024-01-01 00:30:00,J2,Commercial,TimeOfDay,230,25,62,90,230,56.36,50.0,0.278
2024-01-01 00:30:00,J2,Commercial,Actuated,230,45,42,90,230,27.84,50.0,0.5
2024-01-01 00:30:00,J3,Commercial,Fixed,246,45,42,90,246,28.51,50.0,0.5
2024-01-01 00:30:00,J3,Commercial,TimeOfDay,246,25,62,90,246,59.85,50.0,0.278
2024-01-01 00:30:00,J3,Commercial,Actuated,246,45,42,90,246,28.51,50.0,0.5
2024-01-01 00:30:00,J4,Commercial,Fixed,240,45,42,90,240,28.25,50.0,0.5
2024-01-01 00:30:00,J4,Commercial,TimeOfDay,240,25,62,90,240,58.49,50.0,0.278
2024-01-01 00:30:00,J4,Commercial,Actuated,240,45,42,90,240,28.25,50.0,0.5
2024-01-01 00:30:00,J5,Commercial,Fixed,216,45,42,90,216,27.27,50.0,0.5
2024-01-01 00:30:00,J5,Commercial,TimeOfDay,216,25,62,90,216,53.63,50.0,0.278
2024-01-01 00:30:00,J5,Commercial,Actuated,216,45,42,90,216,27.27,50.0,0.5
2024-01-01 00:30:00,J6,Residential,Fixed,144,45,42,90,144,24.71,50.0,0.5
2024-01-01 00:30:00,J6,Residential,TimeOfDay,144,25,62,90,144,42.94,50.0,0.278
2024-01-01 00:30:00,J6,Residential,Actuated,144,45,42,90,144,24.71,50.0,0.5
2024-01-01 00:30:00,J7,Residential,Fixed,229,45,42,90,229,27.79,50.0,0.5
2024-01-01 00:30:00,J7,Residential,TimeOfDay,229,25,62,90,229,56.16,50.0,0.278
2024-01-01 00:30:00,J7,Residential,Actuated,229,45,42,90,229,27.79,50.0,0.5
2024-01-01 00:30:00,J8,Residential,Fixed,253,45,42,90,253,28.81,50.0,0.5
2024-01-01 00:30:00,J8,Residential,TimeOfDay,253,25,62,90,253,60.0,49.76,0.278
2024-01-01 00:30:00,J8,Residential,Actuated,253,45,42,90,253,28.81,50.0,0.5
2024-01-01 00:30:00,J9,Residential,Fixed,226,45,42,90,226,27.67,50.0,0.5
2024-01-01 00:30:00,J9,Residential,TimeOfDay,226,25,62,90,226,55.56,50.0,0.278
2024-01-01 00:30:00,J9,Residential,Actuated,226,45,42,90,226,27.67,50.0,0.5
2024-01-01 00:30:00,J10,Residential,Fixed,239,45,42,90,239,28.21,50.0,0.5
2024-01-01 00:30:00,J10,Residential,TimeOfDay,239,25,62,90,239,58.27,50.0,0.278
2024-01-01 00:30:00,J10,Residential,Actuated,239,45,42,90,239,28.21,50.0,0.5
2024-01-01 00:30:00,J11,School,Fixed,129,45,42,90,129,24.23,50.0,0.5
2024-01-01 00:30:00,J11,School,TimeOfDay,129,25,62,90,129,41.22,50.0,0.278
2024-01-01 00:30:00,J11,School,Actuated,129,45,42,90,129,24.23,50.0,0.5
2024-01-01 00:30:00,J12,School,Fixed,170,45,42,90,170,25.58,50.0,0.5
2024-01-01 00:30:00,J12,School,TimeOfDay,170,25,62,90,170,46.27,50.0,0.278
2024-01-01 00:30:00,J12,School,Actuated,170,45,42,90,170,25.58,50.0,0.5
2024-01-01 00:30:00,J13,School,Fixed,190,45,42,90,190,26.29,50.0,0.5
2024-01-01 00:30:00,J13,School,TimeOfDay,190,25,62,90,190,49.21,50.0,0.278
2024-01-01 00:30:00,J13,School,Actuated,190,45,42,90,190,26.29,50.0,0.5
2024-01-01 00:30:00,J14,School,Fixed,211,45,42,90,211,27.08,50.0,0.5
2024-01-01 00:30:00,J14,School,TimeOfDay,211,25,62,90,211,52.72,50.0,0.278
2024-01-01 00:30:00,J14,School,Actuated,211,45,42,90,211,27.08,50.0,0.5
2024-01-01 00:30:00,J15,School,Fixed,202,45,42,90,202,26.73,50.0,0.5
2024-01-01 00:30:00,J15,School,TimeOfDay,202,25,62,90,202,51.16,50.0,0.278
2024-01-01 00:30:00,J15,School,Actuated,202,45,42,90,202,26.73,50.0,0.5
2024-01-01 00:30:00,J16,Industrial,Fixed,144,45,42,90,144,24.71,50.0,0.5
2024-01-01 00:30:00,J16,Industrial,TimeOfDay,144,25,62,90,144,42.94,50.0,0.278
2024-01-01 00:30:00,J16,Industrial,Actuated,144,45,42,90,144,24.71,50.0,0.5
2024-01-01 00:30:00,J17,Industrial,Fixed,138,45,42,90,138,24.51,50.0,0.5
2024-01-01 00:30:00,J17,Industrial,TimeOfDay,138,25,62,90,138,42.23,50.0,0.278
2024-01-01 00:30:00,J17,Industrial,Actuated,138,45,42,90,138,24.51,50.0,0.5
2024-01-01 00:30:00,J18,Industrial,Fixed,115,45,42,90,115,23.8,50.0,0.5
2024-01-01 00:30:00,J18,Industrial,TimeOfDay,115,25,62,90,115,39.74,50.0,0.278
2024-01-01 00:30:00,J18,Industrial,Actuated,115,45,42,90,115,23.8,50.0,0.5
2024-01-01 00:30:00,J19,Industrial,Fixed,111,45,42,90,111,23.68,50.0,0.5
2024-01-01 00:30:00,J19,Industrial,TimeOfDay,111,25,62,90,111,39.34,50.0,0.278
2024-01-01 00:30:00,J19,Industrial,Actuated,111,45,42,90,111,23.68,50.0,0.5
2024-01-01 00:30:00,J20,Industrial,Fixed,159,45,42,90,159,25.2,50.0,0.5
2024-01-01 00:30:00,J20,Industrial,TimeOfDay,159,25,62,90,159,44.8,50.0,0.278
2024-01-01 00:30:00,J20,Industrial,Actuated,159,45,42,90,159,25.2,50.0,0.5
2024-01-01 00:30:00,J21,Hospital,Fixed,159,45,42,90,159,25.2,50.0,0.5
2024-01-01 00:30:00,J21,Hospital,TimeOfDay,159,25,62,90,159,44.8,50.0,0.278
2024-01-01 00:30:00,J21,Hospital,Actuated,159,45,42,90,159,25.2,50.0,0.5
2024-01-01 00:30:00,J22,Hospital,Fixed,165,45,42,90,165,25.4,50.0,0.5
2024-01-01 00:30:00,J22,Hospital,TimeOfDay,165,25,62,90,165,45.59,50.0,0.278
2024-01-01 00:30:00,J22,Hospital,Actuated,165,45,42,90,165,25.4,50.0,0.5
2024-01-01 00:30:00,J23,Hospital,Fixed,153,45,42,90,153,25.0,50.0,0.5
2024-01-01 00:30:00,J23,Hospital,TimeOfDay,153,25,62,90,153,44.03,50.0,0.278
2024-01-01 00:30:00,J23,Hospital,Actuated,153,45,42,90,153,25.0,50.0,0.5
2024-01-01 00:30:00,J24,Hospital,Fixed,136,45,42,90,136,24.45,50.0,0.5
2024-01-01 00:30:00,J24,Hospital,TimeOfDay,136,25,62,90,136,42.01,50.0,0.278
2024-01-01 00:30:00,J24,Hospital,Actuated,136,45,42,90,136,24.45,50.0,0.5
2024-01-01 00:30:00,J25,Hospital,Fixed,201,45,42,90,201,26.69,50.0,0.5
2024-01-01 00:30:00,J25,Hospital,TimeOfDay,201,25,62,90,201,50.99,50.0,0.278
2024-01-01 00:30:00,J25,Hospital,Actuated,201,45,42,90,201,26.69,50.0,0.5
2024-01-01 00:45:00,J1,Commercial,Fixed,231,45,42,90,231,27.88,50.0,0.5
2024-01-01 00:45:00,J1,Commercial,TimeOfDay,231,25,62,90,231,56.57,50.0,0.278
2024-01-01 00:45:00,J1,Commercial,Actuated,231,45,42,90,231,27.88,50.0,0.5
2024-01-01 00:45:00,J2,Commercial,Fixed,233,45,42,90,233,27.96,50.0,0.5
2024-01-01 00:45:00,J2,Commercial,TimeOfDay,233,25,62,90,233,56.99,50.0,0.278
2024-01-01 00:45:00,J2,Commercial,Actuated,233,45,42,90,233,27.96,50.0,0.5
2024-01-01 00:45:00,J3,Commercial,Fixed,198,45,42,90,198,26.58,50.0,0.5
2024-01-01 00:45:00,J3,Commercial,TimeOfDay,198,25,62,90,198,50.49,50.0,0.278
2024-01-01 00:45:00,J3,Commercial,Actuated,198,45,42,90,198,26.58,50.0,0.5
2024-01-01 00:45:00,J4,Commercial,Fixed,220,45,42,90,220,27.43,50.0,0.5
2024-01-01 00:45:00,J4,Commercial,TimeOfDay,220,25,62,90,220,54.39,50.0,0.278
2024-01-01 00:45:00,J4,Commercial,Actuated,220,45,42,90,220,27.43,50.0,0.5
2024-01-01 00:45:00,J5,Commercial,Fixed,211,45,42,90,211,27.08,50.0,0.5
2024-01-01 00:45:00,J5,Commercial,TimeOfDay,211,25,62,90,211,52.72,50.0,0.278
2024-01-01 00:45:00,J5,Commercial,Actuated,211,45,42,90,211,27.08,50.0,0.5
2024-01-01 00:45:00,J6,Residential,Fixed,204,45,42,90,204,26.81,50.0,0.5
2024-01-01 00:45:00,J6,Residential,TimeOfDay,204,25,62,90,204,51.5,50.0,0.278
2024-01-01 00:45:00,J6,Residential,Actuated,204,45,42,90,204,26.81,50.0,0.5
2024-01-01 00:45:00,J7,Residential,Fixed,177,45,42,90,177,25.82,50.0,0.5
2024-01-01 00:45:00,J7,Residential,TimeOfDay,177,25,62,90,177,47.26,50.0,0.278
2024-01-01 00:45:00,J7,Residential,Actuated,177,45,42,90,177,25.82,50.0,0.5
2024-01-01 00:45:00,J8,Residential,Fixed,179,45,42,90,179,25.89,50.0,0.5
2024-01-01 00:45:00,J8,Residential,TimeOfDay,179,25,62,90,179,47.55,50.0,0.278
2024-01-01 00:45:00,J8,Residential,Actuated,179,45,42,90,179,25.89,50.0,0.5
2024-01-01 00:45:00,J9,Residential,Fixed,197,45,42,90,197,26.54,50.0,0.5
2024-01-01 00:45:00,J9,Residential,TimeOfDay,197,25,62,90,197,50.32,50.0,0.278
2024-01-01 00:45:00,J9,Residential,Actuated,197,45,42,90,197,26.54,50.0,0.5
2024-01-01 00:45:00,J10,Residential,Fixed,225,45,42,90,225,27.63,50.0,0.5
2024-01-01 00:45:00,J10,Residential,TimeOfDay,225,25,62,90,225,55.36,50.0,0.278
2024-01-01 00:45:00,J10,Residential,Actuated,225,45,42,90,225,27.63,50.0,0.5
2024-01-01 00:45:00,J11,School,Fixed,190,45,42,90,190,26.29,50.0,0.5
2024-01-01 00:45:00,J11,School,TimeOfDay,190,25,62,90,190,49.21,50.0,0.278
2024-01-01 00:45:00,J11,School,Actuated,190,45,42,90,190,26.29,50.0,0.5
2024-01-01 00:45:00,J12,School,Fixed,213,45,42,90,213,27.16,50.0,0.5
2024-01-01 00:45:00,J12,School,TimeOfDay,213,25,62,90,213,53.08,50.0,0.278
2024-01-01 00:45:00,J12,School,Actuated,213,45,42,90,213,27.16,50.0,0.5
2024-01-01 00:45:00,J13,School,Fixed,192,45,42,90,192,26.36,50.0,0.5
2024-01-01 00:45:00,J13,School,TimeOfDay,192,25,62,90,192,49.52,50.0,0.278
2024-01-01 00:45:00,J13,School,Actuated,192,45,42,90,192,26.36,50.0,0.5
2024-01-01 00:45:00,J14,School,Fixed,145,45,42,90,145,24.74,50.0,0.5
2024-01-01 00:45:00,J14,School,TimeOfDay,145,25,62,90,145,43.06,50.0,0.278
2024-01-01 00:45:00,J14,School,Actuated,145,45,42,90,145,24.74,50.0,0.5
2024-01-01 00:45:00,J15,School,Fixed,177,45,42,90,177,25.82,50.0,0.5
2024-01-01 00:45:00,J15,School,TimeOfDay,177,25,62,90,177,47.26,50.0,0.278
2024-01-01 00:45:00,J15,School,Actuated,177,45,42,90,177,25.82,50.0,0.5
2024-01-01 00:45:00,J16,Industrial,Fixed,165,45,42,90,165,25.4,50.0,0.5
2024-01-01 00:45:00,J16,Industrial,TimeOfDay,165,25,62,90,165,45.59,50.0,0.278
2024-01-01 00:45:00,J16,Industrial,Actuated,165,45,42,90,165,25.4,50.0,0.5
2024-01-01 00:45:00,J17,Industrial,Fixed,120,45,42,90,120,23.95,50.0,0.5
2024-01-01 00:45:00,J17,Industrial,TimeOfDay,120,25,62,90,120,40.26,50.0,0.278
2024-01-01 00:45:00,J17,Industrial,Actuated,120,45,42,90,120,23.95,50.0,0.5
2024-01-01 00:45:00,J18,Industrial,Fixed,171,45,42,90,171,25.61,50.0,0.5
2024-01-01 00:45:00,J18,Industrial,TimeOfDay,171,25,62,90,171,46.41,50.0,0.278
2024-01-01 00:45:00,J18,Industrial,Actuated,171,45,42,90,171,25.61,50.0,0.5
2024-01-01 00:45:00,J19,Industrial,Fixed,175,45,42,90,175,25.75,50.0,0.5
2024-01-01 00:45:00,J19,Industrial,TimeOfDay,175,25,62,90,175,46.97,50.0,0.278
2024-01-01 00:45:00,J19,Industrial,Actuated,175,45,42,90,175,25.75,50.0,0.5
2024-01-01 00:45:00,J20,Industrial,Fixed,178,45,42,90,178,25.85,50.0,0.5
2024-01-01 00:45:00,J20,Industrial,TimeOfDay,178,25,62,90,178,47.4,50.0,0.278
2024-01-01 00:45:00,J20,Industrial,Actuated,178,45,42,90,178,25.85,50.0,0.5
2024-01-01 00:45:00,J21,Hospital,Fixed,162,45,42,90,162,25.3,50.0,0.5
